,feature,size,weight,gain,cv
54,GeneID.3868,80,0.0053404539385847796,1.7879023575000002,1
55,GeneID.81706,80,0.0013351134846461949,1.66478252,1
56,GeneID.4137,80,0.00801068090787717,1.4390336683333331,1
57,GeneID.4886,80,,,1
58,GeneID.84417,80,0.010680907877169559,1.3121173837500002,1
59,GeneID.154141,80,0.014686248331108143,1.3596947845454543,1
60,GeneID.2539,80,0.004005340453938585,1.8181998333333336,1
61,GeneID.146433,80,0.006675567423230975,1.21602361,1
62,GeneID.771,80,0.009345794392523364,2.516044977142857,1
63,GeneID.135295,80,0.0053404539385847796,1.2691109475,1
64,GeneID.221061,80,,,1
65,GeneID.5174,80,0.0013351134846461949,1.10300672,1
66,GeneID.29089,80,0.0026702269692923898,1.1151928299999998,1
67,GeneID.8447,80,,,1
68,GeneID.80129,80,,,1
69,GeneID.1058,80,,,1
70,GeneID.27190,80,0.004005340453938585,1.3287203333333333,1
71,GeneID.2353,80,,,1
72,GeneID.9133,80,,,1
73,GeneID.332,80,,,1
74,GeneID.8190,80,,,1
75,GeneID.7783,80,,,1
76,GeneID.11065,80,,,1
77,GeneID.85004,80,,,1
78,GeneID.7832,80,,,1
79,GeneID.25803,80,,,1
0,GeneID.79083,70,0.036585365853658534,21.547196664242424,1
1,GeneID.55165,70,0.019955654101995565,24.25388092888889,1
2,GeneID.3400,70,0.011086474501108648,18.05181305,1
3,GeneID.23397,70,0.025498891352549888,8.330823956956523,1
4,GeneID.22974,70,0.01662971175166297,2.6276507380000003,1
5,GeneID.10615,70,0.0066518847006651885,6.993410705000001,1
6,GeneID.7272,70,0.014412416851441241,8.310991875384614,1
7,GeneID.151648,70,0.019955654101995565,2.7653433027777776,1
8,GeneID.6422,70,0.022172949002217297,6.501147906000002,1
9,GeneID.2064,70,0.005543237250554324,6.107737554,1
10,GeneID.5347,70,0.03547671840354767,4.034585778499999,1
11,GeneID.10403,70,0.014412416851441241,2.325346351538461,1
12,GeneID.83540,70,0.06208425720620843,5.369187727142856,1
13,GeneID.10948,70,0.04656319290465632,6.355447320714285,1
14,GeneID.23650,70,0.026607538802660754,4.617246469166666,1
15,GeneID.3852,70,0.02106430155210643,2.4703092384210525,1
16,GeneID.3169,70,0.019955654101995565,6.587454359444445,1
17,GeneID.9156,70,0.031042128603104215,5.065361950714284,1
18,GeneID.56849,70,0.013303769401330377,4.723777593333334,1
19,GeneID.3872,70,0.026607538802660754,3.6378762220833334,1
20,GeneID.2625,70,0.03436807095343681,4.501050143548386,1
21,GeneID.2296,70,0.02106430155210643,9.808192787368418,1
22,GeneID.84299,70,0.011086474501108648,2.4659506319999993,1
23,GeneID.11162,70,0.03547671840354767,3.3431421365625007,1
24,GeneID.89846,70,0.0011086474501108647,1.50661469,1
25,GeneID.983,70,0.007760532150776054,1.4943370457142855,1
26,GeneID.319089,70,0.015521064301552107,3.462952353571428,1
27,GeneID.2099,70,0.01662971175166297,2.1409411659999997,1
28,GeneID.12,70,0.024390243902439025,3.3777440790909092,1
29,GeneID.10200,70,0.025498891352549888,3.2909085699999996,1
30,GeneID.1308,70,0.005543237250554324,2.260200812,1
31,GeneID.83903,70,0.0033259423503325942,2.2170262700000003,1
32,GeneID.158046,70,0.014412416851441241,1.955832353846154,1
33,GeneID.53335,70,0.01662971175166297,2.4215225379999996,1
34,GeneID.8424,70,,,1
35,GeneID.149461,70,0.009977827050997782,2.255810074444445,1
36,GeneID.5733,70,0.0033259423503325942,1.5952809633333336,1
37,GeneID.771,70,0.005543237250554324,1.879018498,1
38,GeneID.7494,70,0.022172949002217297,2.5408576485000003,1
39,GeneID.25891,70,0.0066518847006651885,1.5779884283333336,1
40,GeneID.55839,70,0.018847006651884702,3.679293478823529,1
41,GeneID.6790,70,0.009977827050997782,1.379357908888889,1
42,GeneID.55861,70,0.014412416851441241,2.094234788461539,1
43,GeneID.2886,70,0.013303769401330377,2.9319880025000002,1
44,GeneID.9635,70,0.0022172949002217295,2.489988685,1
45,GeneID.8200,70,0.02328159645232816,2.1111254133333333,1
46,GeneID.5366,70,0.004434589800443459,1.81095523,1
47,GeneID.27202,70,0.026607538802660754,2.1216750895833334,1
48,GeneID.9413,70,0.028824833702882482,1.8428236379615375,1
49,GeneID.2539,70,0.004434589800443459,1.38479319,1
50,GeneID.3868,70,0.011086474501108648,1.818905054,1
51,GeneID.9700,70,0.0022172949002217295,2.158535245,1
52,GeneID.81706,70,0.005543237250554324,0.8881273268000001,1
53,GeneID.1672,70,0.004434589800443459,3.23369228625,1
54,GeneID.4137,70,0.0033259423503325942,3.2624504566666666,1
55,GeneID.154141,70,0.008869179600886918,1.1898176375,1
56,GeneID.27190,70,0.0011086474501108647,1.00796962,1
57,GeneID.84417,70,0.009977827050997782,2.181398668555555,1
58,GeneID.135295,70,0.0033259423503325942,2.0385177133333334,1
59,GeneID.146433,70,,,1
60,GeneID.1033,70,0.007760532150776054,3.058262417142857,1
61,GeneID.29089,70,0.011086474501108648,2.5866166109999997,1
62,GeneID.5174,70,0.0011086474501108647,3.29102039,1
63,GeneID.342667,70,0.0033259423503325942,1.651430128333333,1
64,GeneID.57650,70,0.0033259423503325942,1.7789336833333333,1
65,GeneID.8914,70,0.007760532150776054,2.3690056285714287,1
66,GeneID.4886,70,,,1
67,GeneID.221061,70,,,1
68,GeneID.8447,70,0.0011086474501108647,1.2846694,1
69,GeneID.80129,70,0.012195121951219513,2.3264653463636367,1
0,GeneID.55165,60,0.021566401816118047,22.051442415789467,1
1,GeneID.79083,60,0.039727582292849034,21.589635578285712,1
2,GeneID.3400,60,0.01021566401816118,18.129625655555557,1
3,GeneID.2296,60,0.024971623155505107,7.903692335000002,1
4,GeneID.23397,60,0.02724177071509648,8.370555512083333,1
5,GeneID.7272,60,0.014755959137343927,7.933664376923077,1
6,GeneID.10615,60,0.009080590238365494,7.390912889999999,1
7,GeneID.3169,60,0.019296254256526674,4.70148107,1
8,GeneID.6422,60,0.028376844494892167,4.873831470400001,1
9,GeneID.10948,60,0.049943246311010214,6.409085384545454,1
10,GeneID.2064,60,0.00340522133938706,5.332556076666667,1
11,GeneID.83540,60,0.06583427922814983,4.637258355000001,1
12,GeneID.9156,60,0.03178206583427923,4.903496803571429,1
13,GeneID.56849,60,0.01362088535754824,5.1030272275,1
14,GeneID.23650,60,0.02383654937570942,5.969444661428572,1
15,GeneID.2625,60,0.039727582292849034,4.025859126857143,1
16,GeneID.5347,60,0.039727582292849034,4.544328677685712,1
17,GeneID.55839,60,0.019296254256526674,2.844313803529412,1
18,GeneID.3872,60,0.0340522133938706,4.122868745,1
19,GeneID.319089,60,0.0170261066969353,3.7232766226666674,1
20,GeneID.12,60,0.02383654937570942,3.2419962204761905,1
21,GeneID.11162,60,0.04086265607264472,3.310059316111112,1
22,GeneID.5174,60,0.0056753688989784334,2.791621826,1
23,GeneID.10200,60,0.022701475595913734,3.1759776645000004,1
24,GeneID.4137,60,0.0022701475595913734,2.05626577,1
25,GeneID.1672,60,0.0056753688989784334,2.6250217460000003,1
26,GeneID.1033,60,0.00681044267877412,2.3062862149999996,1
27,GeneID.2886,60,0.014755959137343927,2.830719045384616,1
28,GeneID.151648,60,0.015891032917139614,6.261102321428571,1
29,GeneID.22974,60,0.007945516458569807,2.8872683385714284,1
30,GeneID.29089,60,0.015891032917139614,2.3873123355,1
31,GeneID.7494,60,0.022701475595913734,2.6414211805,1
32,GeneID.9635,60,0.004540295119182747,3.069519905,1
33,GeneID.3852,60,0.01362088535754824,2.59495457,1
34,GeneID.84299,60,0.014755959137343927,2.4804840815384614,1
35,GeneID.53335,60,0.011350737797956867,2.6867416739999994,1
36,GeneID.8914,60,0.00340522133938706,1.7993036900000001,1
37,GeneID.80129,60,0.009080590238365494,2.4971404062499998,1
38,GeneID.10403,60,0.009080590238365494,1.7042658787499998,1
39,GeneID.1308,60,0.00340522133938706,2.6032571,1
40,GeneID.149461,60,0.007945516458569807,2.4248543285714286,1
41,GeneID.83903,60,0.00681044267877412,1.364843725,1
42,GeneID.84417,60,0.00681044267877412,2.313017685666667,1
43,GeneID.9700,60,0.0011350737797956867,1.36611247,1
44,GeneID.2099,60,0.012485811577752554,2.7594713081818187,1
45,GeneID.27202,60,0.03064699205448354,2.6547985955555555,1
46,GeneID.8200,60,0.022701475595913734,2.040629719999999,1
47,GeneID.55861,60,0.01362088535754824,1.921602030833333,1
48,GeneID.135295,60,0.0022701475595913734,1.116637945,1
49,GeneID.158046,60,0.02043132803632236,2.167500588888889,1
50,GeneID.771,60,0.00340522133938706,4.629308823333333,1
51,GeneID.9413,60,0.03178206583427923,1.780284026107143,1
52,GeneID.3868,60,0.009080590238365494,1.572983235,1
53,GeneID.5366,60,0.007945516458569807,1.59037934,1
54,GeneID.57650,60,0.004540295119182747,2.5664635,1
55,GeneID.342667,60,0.0022701475595913734,1.088174344,1
56,GeneID.5733,60,0.00340522133938706,2.4558486966666666,1
57,GeneID.25891,60,0.012485811577752554,2.0180600454545456,1
58,GeneID.89846,60,0.00681044267877412,1.51446231,1
59,GeneID.983,60,0.0056753688989784334,2.963351824,1
0,GeneID.55165,50,0.021689497716894976,22.90401563836842,1
1,GeneID.79083,50,0.04223744292237443,22.105549528648645,1
2,GeneID.3400,50,0.010273972602739725,18.687110488888887,1
3,GeneID.23397,50,0.0273972602739726,7.172876500000001,1
4,GeneID.7272,50,0.0136986301369863,6.465612084166668,1
5,GeneID.2296,50,0.026255707762557076,5.616345878260868,1
6,GeneID.10615,50,0.00684931506849315,6.713067779999999,1
7,GeneID.10948,50,0.04908675799086758,6.234382410697673,1
8,GeneID.151648,50,0.019406392694063926,6.41853788764706,1
9,GeneID.23650,50,0.028538812785388126,5.549234705600001,1
10,GeneID.2064,50,0.005707762557077625,3.180416772,1
11,GeneID.56849,50,0.017123287671232876,5.103089975333333,1
12,GeneID.9156,50,0.0319634703196347,3.970372018571428,1
13,GeneID.6422,50,0.026255707762557076,5.316694757826087,1
14,GeneID.3169,50,0.017123287671232876,4.779056245333335,1
15,GeneID.83540,50,0.06735159817351598,5.14766725559322,1
16,GeneID.771,50,0.0091324200913242,1.4178888649999999,1
17,GeneID.5347,50,0.03995433789954338,5.363639874371429,1
18,GeneID.3872,50,0.03424657534246575,3.856779897333333,1
19,GeneID.2625,50,0.0365296803652968,4.425370910937499,1
20,GeneID.319089,50,0.0182648401826484,3.2442999331249998,1
21,GeneID.11162,50,0.03881278538812785,3.7486271567647065,1
22,GeneID.12,50,0.030821917808219176,2.932364794444444,1
23,GeneID.10200,50,0.028538812785388126,3.358697614799999,1
24,GeneID.9635,50,0.0091324200913242,2.252364322875,1
25,GeneID.983,50,0.0136986301369863,1.4949687216666667,1
26,GeneID.22974,50,0.00684931506849315,1.7924811250000001,1
27,GeneID.55839,50,0.0182648401826484,3.5033851343749993,1
28,GeneID.2886,50,0.017123287671232876,2.730646831333333,1
29,GeneID.5174,50,0.003424657534246575,1.7229888833333333,1
30,GeneID.2099,50,0.014840182648401826,1.9519750269230771,1
31,GeneID.53335,50,0.01141552511415525,2.715661406,1
32,GeneID.27202,50,0.030821917808219176,2.4059472792592596,1
33,GeneID.7494,50,0.021689497716894976,2.5226689842105263,1
34,GeneID.1672,50,0.012557077625570776,2.1920179454545456,1
35,GeneID.1308,50,0.005707762557077625,2.122536518,1
36,GeneID.3852,50,0.01598173515981735,1.5566205389285717,1
37,GeneID.57650,50,0.01141552511415525,2.469238257,1
38,GeneID.80129,50,0.005707762557077625,3.724938394,1
39,GeneID.84299,50,0.014840182648401826,2.552254733076923,1
40,GeneID.5733,50,0.005707762557077625,2.07983074,1
41,GeneID.149461,50,0.007990867579908675,2.4750691842857147,1
42,GeneID.29089,50,0.014840182648401826,2.6189689746153846,1
43,GeneID.84417,50,0.010273972602739725,2.6158416666666664,1
44,GeneID.1033,50,0.01141552511415525,1.9858275400000003,1
45,GeneID.158046,50,0.019406392694063926,2.1440570776470587,1
46,GeneID.4137,50,0.0091324200913242,1.59567927,1
47,GeneID.8200,50,0.021689497716894976,1.9957827647368418,1
48,GeneID.25891,50,0.021689497716894976,1.7558615578947374,1
49,GeneID.55861,50,0.017123287671232876,1.9295396419999995,1
0,GeneID.55165,40,0.016417910447761194,34.21745061,1
1,GeneID.79083,40,0.05522388059701493,23.11175039810811,1
2,GeneID.3400,40,0.010447761194029851,18.015215742857144,1
3,GeneID.23397,40,0.023880597014925373,9.990997555624999,1
4,GeneID.10615,40,0.011940298507462687,7.3643004862499994,1
5,GeneID.7272,40,0.008955223880597015,11.10931607,1
6,GeneID.151648,40,0.026865671641791045,5.469235683888889,1
7,GeneID.10948,40,0.05223880597014925,6.251174610571428,1
8,GeneID.2296,40,0.034328358208955224,2.6066348995652175,1
9,GeneID.23650,40,0.03582089552238806,5.331763970000002,1
10,GeneID.5347,40,0.04477611940298507,6.158518591333335,1
11,GeneID.6422,40,0.020895522388059702,6.633316497857144,1
12,GeneID.83540,40,0.07313432835820896,5.167196547142857,1
13,GeneID.56849,40,0.005970149253731343,4.8255745175,1
14,GeneID.3169,40,0.023880597014925373,6.105678644375,1
15,GeneID.2625,40,0.04328358208955224,3.867288423103447,1
16,GeneID.9156,40,0.03283582089552239,4.37717687,1
17,GeneID.3872,40,0.034328358208955224,3.6094011014043477,1
18,GeneID.11162,40,0.049253731343283584,3.4082658406060604,1
19,GeneID.80129,40,0.011940298507462687,1.95677316,1
20,GeneID.55839,40,0.03134328358208955,3.0340485738571426,1
21,GeneID.10200,40,0.03582089552238806,2.3332956141666665,1
22,GeneID.319089,40,0.016417910447761194,2.7839034690909092,1
23,GeneID.2064,40,0.007462686567164179,3.6994069080000003,1
24,GeneID.12,40,0.05223880597014925,2.905908257714285,1
25,GeneID.2886,40,0.022388059701492536,1.5419257953333334,1
26,GeneID.53335,40,0.011940298507462687,2.2492648525,1
27,GeneID.29089,40,0.023880597014925373,1.74829099275,1
28,GeneID.84417,40,0.010447761194029851,1.9452681542857146,1
29,GeneID.84299,40,0.008955223880597015,2.358748593333333,1
30,GeneID.7494,40,0.025373134328358207,2.598505967647058,1
31,GeneID.149461,40,0.019402985074626865,2.4427262815384614,1
32,GeneID.57650,40,0.0029850746268656717,1.85892105,1
33,GeneID.27202,40,0.034328358208955224,2.415923533478261,1
34,GeneID.9635,40,0.010447761194029851,1.5698320185714287,1
35,GeneID.1672,40,0.014925373134328358,2.013917863,1
