,feature,size,weight,gain,cv
28,GeneID.55839,40,,,1
29,GeneID.9156,40,,,1
30,GeneID.6422,40,,,1
31,GeneID.55861,40,,,1
32,GeneID.10403,40,,,1
33,GeneID.29089,40,,,1
34,GeneID.8914,40,,,1
35,GeneID.27202,40,,,1
36,GeneID.89846,40,,,1
37,GeneID.135295,40,,,1
38,GeneID.25803,40,,,1
39,GeneID.2296,40,,,1
0,GeneID.79083,30,0.14893617021276595,26.490194486428575,1
1,GeneID.2625,30,0.24468085106382978,18.343409017391302,1
2,GeneID.2099,30,0.30851063829787234,17.19734957551724,1
3,GeneID.53335,30,0.07446808510638298,9.153304575714285,1
4,GeneID.7272,30,0.05319148936170213,3.7703724139999992,1
5,GeneID.771,30,0.05319148936170213,2.402727224,1
6,GeneID.80129,30,0.05319148936170213,2.159351802,1
7,GeneID.7494,30,0.05319148936170213,1.951793838,1
8,GeneID.319089,30,0.010638297872340425,1.00522029,1
9,GeneID.3169,30,,,1
10,GeneID.1058,30,,,1
11,GeneID.55165,30,,,1
12,GeneID.3400,30,,,1
13,GeneID.9133,30,,,1
14,GeneID.9700,30,,,1
15,GeneID.3852,30,,,1
16,GeneID.5347,30,,,1
17,GeneID.2064,30,,,1
18,GeneID.332,30,,,1
19,GeneID.8190,30,,,1
20,GeneID.7783,30,,,1
21,GeneID.10948,30,,,1
22,GeneID.3868,30,,,1
23,GeneID.11065,30,,,1
24,GeneID.151648,30,,,1
25,GeneID.23650,30,,,1
26,GeneID.85004,30,,,1
27,GeneID.7832,30,,,1
28,GeneID.55839,30,,,1
29,GeneID.9156,30,,,1
0,GeneID.79083,20,0.1595744680851064,24.41238960333333,1
1,GeneID.2625,20,0.2553191489361702,17.61376962583333,1
2,GeneID.2099,20,0.30851063829787234,17.336044796896555,1
3,GeneID.53335,20,0.07446808510638298,9.44816487,1
4,GeneID.7272,20,0.05319148936170213,3.6289850479999997,1
5,GeneID.771,20,0.0425531914893617,2.87847492,1
6,GeneID.80129,20,0.0425531914893617,2.573913275,1
7,GeneID.7494,20,0.05319148936170213,1.8471720919999999,1
8,GeneID.319089,20,0.010638297872340425,1.00541568,1
9,GeneID.3169,20,,,1
10,GeneID.1058,20,,,1
11,GeneID.55165,20,,,1
12,GeneID.3400,20,,,1
13,GeneID.9133,20,,,1
14,GeneID.9700,20,,,1
15,GeneID.3852,20,,,1
16,GeneID.5347,20,,,1
17,GeneID.2064,20,,,1
18,GeneID.332,20,,,1
19,GeneID.8190,20,,,1
0,GeneID.79083,10,0.1375,30.414587303636367,1
1,GeneID.2625,10,0.275,17.61371258772727,1
2,GeneID.2099,10,0.3375,17.321232864444443,1
3,GeneID.53335,10,0.0625,7.674773365999999,1
4,GeneID.7272,10,0.05,2.1960529699999998,1
5,GeneID.771,10,0.0375,2.0942700333333337,1
6,GeneID.80129,10,0.0375,2.180181023333333,1
7,GeneID.7494,10,0.0625,1.9368268480000002,1
8,GeneID.319089,10,,,1
9,GeneID.3169,10,,,1
